Part Family,Material,Threading Type,Coating Type,Weight (lbs),Length (inches),Diameter (inches),RM Cost/Lb,Alpha,Beta,Gamma,Price
X,F22,TenarisHydril Blue®,Ni Plating,1631.51417,43,13,0.8300750243,1.5,1.8,1.5," $ 3,083.69 "
Y,4130,VAM TOP®,Ni Plating,493.24847,13,13,0.6214222859,1.4,1.5,1.4, $ 965.52 
Z,4130,TenarisHydril Blue®,Xylan Coating,1422.49536,44,12,0.6214222859,1.1,1.5,1.1," $ 4,778.21 "
Y,F22,VAM TOP®,Phosphating,140.09424,39,4,0.8300750243,1.9,1.2,1.9, $ 366.31 
Y,F22,TenarisHydril Blue®,Cu Plating,2728.24552,62,14,0.8300750243,1.4,1.6,1.2," $ 7,133.64 "
Y,F22,VAM TOP®,Cu Plating,222.71392,62,4,0.8300750243,1.6,1.0,1.7, $ 582.34 
X,4130,TenarisHydril Blue®,Cu Plating,341.03069,31,7,0.6214222859,1.7,1.7,1.3, $ 482.55 
X,4130,JFE Lion,Phosphating,51.18828,57,2,0.6214222859,1.0,1.7,1.1, $ 72.43 
Z,4130,VAM TOP®,Cu Plating,9.87844,11,2,0.6214222859,2.0,1.3,1.0, $ 33.18 
Y,F22,TenarisHydril Blue®,Carbide Coating,1188.10692,27,14,0.8300750243,1.1,1.0,1.8," $ 3,106.59 "
Y,F22,VAM TOP®,Ni Plating,1109.30391,61,9,0.8300750243,1.6,1.1,1.1," $ 2,900.54 "
X,F22,VAM TOP®,Phosphating,3485.51775,69,15,0.8300750243,1.9,1.6,1.7," $ 6,587.91 "
X,F22,VAM TOP®,Ni Plating,416.69056,29,8,0.8300750243,1.1,1.3,1.1, $ 787.58 
X,4130,VAM TOP®,Ni Plating,57.47456,4,8,0.6214222859,1.7,1.8,1.8, $ 81.33 
Z,F22,VAM TOP®,Phosphating,168.3825,30,5,0.8300750243,1.8,1.6,1.8, $ 755.51 
X,4130,VAM TOP®,Carbide Coating,605.05445,55,7,0.6214222859,1.7,1.2,1.7, $ 856.14 
Y,4130,JFE Lion,Xylan Coating,40.4118,20,3,0.6214222859,1.1,1.3,1.9, $ 79.11 
Z,F22,TenarisHydril Blue®,Xylan Coating,129.31776,16,6,0.8300750243,2.0,1.2,1.5, $ 580.23 
X,4130,VAM TOP®,Cu Plating,896.46843,33,11,0.6214222859,1.7,1.8,1.2," $ 1,268.48 "
X,4130,TenarisHydril Blue®,Ni Plating,1818.531,36,15,0.6214222859,1.9,1.6,1.4," $ 2,573.18 "
Z,4130,TenarisHydril Blue®,Cu Plating,218.89725,39,5,0.6214222859,1.7,1.7,1.6, $ 735.28 
Y,4130,VAM TOP®,Carbide Coating,108.66284,4,11,0.6214222859,1.7,1.4,2.0, $ 212.71 
Z,4130,JFE Lion,Carbide Coating,3046.15168,53,16,0.6214222859,1.7,1.2,1.9," $ 10,232.13 "
Y,F22,TenarisHydril Blue®,Xylan Coating,44.00396,49,2,0.8300750243,1.6,1.1,1.2, $ 115.06 
Z,4130,JFE Lion,Ni Plating,64.65888,72,2,0.6214222859,1.0,1.7,1.9, $ 217.19 
Y,4130,TenarisHydril Blue®,Cu Plating,1907.43696,59,12,0.6214222859,1.1,1.2,1.6," $ 3,733.77 "
Y,4130,VAM TOP®,Carbide Coating,656.69175,13,15,0.6214222859,1.8,2.0,1.9," $ 1,285.46 "
X,4130,JFE Lion,Xylan Coating,2731.83768,72,13,0.6214222859,1.6,1.7,1.4," $ 3,865.49 "
Z,F22,VAM TOP®,Cu Plating,862.1184,15,16,0.8300750243,1.6,1.8,1.6," $ 3,868.23 "
Z,4130,JFE Lion,Cu Plating,1100.099,49,10,0.6214222859,1.9,1.3,2.0," $ 3,695.27 "
Z,F22,JFE Lion,Xylan Coating,2156.19404,49,14,0.8300750243,1.9,1.7,1.8," $ 9,674.60 "
Y,F22,JFE Lion,Ni Plating,282.8826,35,6,0.8300750243,1.5,1.1,1.1, $ 739.66 
Y,F22,VAM TOP®,Phosphating,209.01881,19,7,0.8300750243,1.3,1.0,1.4, $ 546.53 
X,4130,VAM TOP®,Carbide Coating,30.30885,15,3,0.6214222859,1.9,1.8,1.6, $ 42.89 
Y,F22,VAM TOP®,Phosphating,101.0295,18,5,0.8300750243,1.1,1.9,2.0, $ 264.17 
Y,F22,JFE Lion,Ni Plating,948.33024,66,8,0.8300750243,1.0,1.3,1.1," $ 2,479.63 "
Z,4130,VAM TOP®,Cu Plating,49.3922,55,2,0.6214222859,1.7,1.4,1.5, $ 165.91 
X,4130,TenarisHydril Blue®,Cu Plating,2200.64702,58,13,0.6214222859,1.0,1.3,1.9," $ 3,113.87 "
Y,F22,VAM TOP®,Cu Plating,417.36409,11,13,0.8300750243,1.7,1.4,1.5," $ 1,091.30 "
X,4130,VAM TOP®,Xylan Coating,179.608,32,5,0.6214222859,1.6,1.9,1.2, $ 254.14 
X,F22,JFE Lion,Xylan Coating,1781.71136,31,16,0.8300750243,1.8,1.8,1.9," $ 3,367.58 "
Y,4130,VAM TOP®,Xylan Coating,88.00792,8,7,0.6214222859,1.4,1.6,1.4, $ 172.27 
Z,F22,VAM TOP®,Ni Plating,431.0592,30,8,0.8300750243,1.8,1.7,1.3," $ 1,934.11 "
Y,4130,VAM TOP®,Ni Plating,122.13344,34,4,0.6214222859,1.3,1.1,1.8, $ 239.07 
Y,4130,JFE Lion,Xylan Coating,1412.61692,52,11,0.6214222859,1.1,1.5,1.1," $ 2,765.17 "
X,4130,JFE Lion,Xylan Coating,48.49416,54,2,0.6214222859,1.3,1.6,1.5, $ 68.62 
X,4130,VAM TOP®,Carbide Coating,1593.57198,42,13,0.6214222859,1.8,1.9,1.7," $ 2,254.87 "
Y,F22,VAM TOP®,Carbide Coating,2701.30432,47,16,0.8300750243,1.1,1.9,1.8," $ 7,063.20 "
X,F22,VAM TOP®,Ni Plating,2126.55872,37,16,0.8300750243,1.0,1.3,1.1," $ 4,019.37 "
Z,F22,JFE Lion,Phosphating,1059.46269,39,11,0.8300750243,1.7,1.5,1.3," $ 4,753.69 "
X,F22,VAM TOP®,Xylan Coating,1163.85984,64,9,0.8300750243,1.9,1.1,1.2," $ 2,199.79 "
Z,4130,VAM TOP®,Xylan Coating,48.49416,24,3,0.6214222859,1.1,1.8,1.3, $ 162.89 
Y,F22,JFE Lion,Xylan Coating,923.63414,34,11,0.8300750243,1.3,1.1,1.1," $ 2,415.06 "
X,4130,TenarisHydril Blue®,Phosphating,242.02178,22,7,0.6214222859,1.3,1.1,1.5, $ 342.46 
Z,F22,TenarisHydril Blue®,Xylan Coating,763.334,34,10,0.8300750243,1.1,1.1,1.7," $ 3,424.99 "
X,4130,JFE Lion,Cu Plating,2020.59,40,15,0.6214222859,1.9,1.9,1.0," $ 2,859.09 "
Z,4130,JFE Lion,Xylan Coating,1818.531,36,15,0.6214222859,1.3,1.8,1.2," $ 6,108.51 "
Y,F22,TenarisHydril Blue®,Phosphating,162.99426,6,11,0.8300750243,1.9,1.7,1.3, $ 426.19 
Z,4130,TenarisHydril Blue®,Xylan Coating,847.74976,59,8,0.6214222859,1.1,1.4,1.1," $ 2,847.62 "
Z,F22,VAM TOP®,Phosphating,404.118,8,15,0.8300750243,1.1,1.2,1.8," $ 1,813.23 "
Y,F22,JFE Lion,Carbide Coating,3283.45875,65,15,0.8300750243,1.5,1.5,1.1," $ 8,585.38 "
Z,4130,JFE Lion,Phosphating,404.118,18,10,0.6214222859,2.0,1.9,1.4," $ 1,357.45 "
X,F22,JFE Lion,Ni Plating,89.804,16,5,0.8300750243,1.9,1.9,1.1, $ 169.74 
X,4130,JFE Lion,Ni Plating,420.28272,13,12,0.6214222859,1.8,1.6,1.3, $ 594.69 
Y,4130,JFE Lion,Ni Plating,834.72818,22,13,0.6214222859,1.9,1.4,1.9," $ 1,633.96 "
X,F22,VAM TOP®,Carbide Coating,747.16928,52,8,0.8300750243,1.9,1.3,1.6," $ 1,412.21 "
Z,4130,JFE Lion,Xylan Coating,2528.88064,44,16,0.6214222859,1.6,1.4,1.5," $ 8,494.60 "
Y,F22,VAM TOP®,Ni Plating,747.16928,13,16,0.8300750243,1.8,1.0,1.8," $ 1,953.65 "
Y,F22,TenarisHydril Blue®,Carbide Coating,57.47456,4,8,0.8300750243,1.8,1.3,1.6, $ 150.28 
Z,F22,JFE Lion,Carbide Coating,919.59296,16,16,0.8300750243,1.4,2.0,1.9," $ 4,126.11 "
Y,F22,VAM TOP®,Carbide Coating,387.95328,48,6,0.8300750243,1.6,1.8,1.2," $ 1,014.40 "
Y,4130,JFE Lion,Ni Plating,404.118,50,6,0.6214222859,1.9,1.1,2.0, $ 791.05 
Y,F22,TenarisHydril Blue®,Xylan Coating,80.8236,10,6,0.8300750243,1.8,1.8,1.8, $ 211.33 
Y,4130,TenarisHydril Blue®,Cu Plating,549.60048,68,6,0.6214222859,1.6,1.6,1.4," $ 1,075.83 "
X,4130,VAM TOP®,Xylan Coating,355.62384,11,12,0.6214222859,1.3,1.6,1.5, $ 503.20 
Y,4130,TenarisHydril Blue®,Xylan Coating,2420.2178,55,14,0.6214222859,1.6,1.3,1.5," $ 4,737.53 "
Y,4130,VAM TOP®,Cu Plating,55.00495,5,7,0.6214222859,1.4,1.2,1.8, $ 107.67 
Z,F22,JFE Lion,Phosphating,32.32944,9,4,0.8300750243,1.9,1.6,1.1, $ 145.06 
Y,F22,TenarisHydril Blue®,Phosphating,301.74144,21,8,0.8300750243,1.6,1.8,1.8, $ 788.97 
X,4130,VAM TOP®,Cu Plating,1648.80144,51,12,0.6214222859,1.2,1.1,1.2," $ 2,333.02 "
Y,F22,TenarisHydril Blue®,Xylan Coating,118.54128,33,4,0.8300750243,1.0,1.7,1.8, $ 309.95 
Z,F22,JFE Lion,Ni Plating,2011.6096,35,16,0.8300750243,1.7,2.0,1.9," $ 9,025.87 "
Z,4130,TenarisHydril Blue®,Carbide Coating,117.19422,58,3,0.6214222859,1.5,1.9,1.5, $ 393.66 
X,4130,VAM TOP®,Xylan Coating,905.22432,28,12,0.6214222859,1.2,1.3,1.5," $ 1,280.87 "
Y,4130,VAM TOP®,Phosphating,25.14512,7,4,0.6214222859,1.2,1.7,1.4, $ 49.22 
Y,4130,VAM TOP®,Carbide Coating,46.47357,23,3,0.6214222859,2.0,1.9,1.1, $ 90.97 
X,F22,VAM TOP®,Phosphating,2011.6096,35,16,0.8300750243,1.2,1.9,1.7," $ 3,802.10 "
Z,F22,TenarisHydril Blue®,Cu Plating,965.393,43,10,0.8300750243,1.3,1.7,1.0," $ 4,331.61 "
X,4130,JFE Lion,Cu Plating,106.64225,19,5,0.6214222859,1.3,1.8,1.3, $ 150.90 
X,4130,VAM TOP®,Carbide Coating,1907.43696,59,12,0.6214222859,1.9,1.2,1.9," $ 2,698.98 "
Y,4130,VAM TOP®,Phosphating,2428.30016,64,13,0.6214222859,1.7,1.8,1.8," $ 4,753.35 "
Y,4130,TenarisHydril Blue®,Xylan Coating,3131.9145,62,15,0.6214222859,1.7,1.2,1.2," $ 6,130.66 "
X,F22,TenarisHydril Blue®,Carbide Coating,165.23936,46,4,0.8300750243,1.5,1.1,1.1, $ 312.32 
Y,F22,JFE Lion,Xylan Coating,183.20016,51,4,0.8300750243,1.2,1.7,1.1, $ 479.02 
Y,F22,VAM TOP®,Xylan Coating,2071.10475,41,15,0.8300750243,1.9,1.5,2.0," $ 5,415.39 "
Z,F22,TenarisHydril Blue®,Carbide Coating,1163.85984,36,12,0.8300750243,1.6,1.5,1.0," $ 5,222.11 "
Z,F22,VAM TOP®,Xylan Coating,417.36409,11,13,0.8300750243,1.1,1.0,1.7," $ 1,872.67 "
Y,F22,TenarisHydril Blue®,Cu Plating,1494.33856,26,16,0.8300750243,1.5,1.2,1.9," $ 3,907.30 "
Y,F22,VAM TOP®,Xylan Coating,68.70006,34,3,0.8300750243,1.5,2.0,1.8, $ 179.63 
X,4130,TenarisHydril Blue®,Ni Plating,1928.76541,71,11,0.6214222859,1.6,1.1,1.8," $ 2,729.16 "
X,4130,TenarisHydril Blue®,Phosphating,22.451,4,5,0.6214222859,1.7,1.4,2.0, $ 31.77 
X,4130,VAM TOP®,Ni Plating,516.14849,19,11,0.6214222859,1.5,1.7,2.0, $ 730.34 
Z,4130,JFE Lion,Ni Plating,121.01089,11,7,0.6214222859,1.1,1.2,1.1, $ 406.48 
Y,4130,TenarisHydril Blue®,Carbide Coating,219.12176,61,4,0.6214222859,1.7,1.4,1.0, $ 428.93 
X,F22,JFE Lion,Ni Plating,1892.17028,43,14,0.8300750243,1.8,1.9,1.8," $ 3,576.35 "
Y,4130,TenarisHydril Blue®,Cu Plating,165.23936,46,4,0.6214222859,2.0,1.4,1.8, $ 323.45 
Z,4130,TenarisHydril Blue®,Cu Plating,68.25104,19,4,0.6214222859,1.4,1.8,1.5, $ 229.26 
X,F22,TenarisHydril Blue®,Phosphating,190.15997,7,11,0.8300750243,1.8,1.5,1.9, $ 359.42 
Z,4130,VAM TOP®,Xylan Coating,1555.62979,41,13,0.6214222859,1.1,1.1,1.8," $ 5,225.42 "
Z,F22,TenarisHydril Blue®,Phosphating,16.16472,8,3,0.8300750243,1.5,1.3,1.9, $ 72.53 
X,4130,JFE Lion,Carbide Coating,96.98832,27,4,0.6214222859,1.3,1.3,1.5, $ 137.24 
Z,F22,JFE Lion,Ni Plating,2655.9533,70,13,0.8300750243,1.6,1.2,1.9," $ 11,916.96 "
Z,4130,JFE Lion,Phosphating,145.9315,26,5,0.6214222859,1.6,1.2,1.0, $ 490.19 
Y,F22,TenarisHydril Blue®,Xylan Coating,1907.43696,59,12,0.8300750243,1.2,1.1,1.9," $ 4,987.44 "
Z,F22,TenarisHydril Blue®,Carbide Coating,704.06336,64,7,0.8300750243,1.6,1.8,1.8," $ 3,159.05 "
Y,F22,VAM TOP®,Phosphating,962.69888,67,8,0.8300750243,1.9,1.4,1.3," $ 2,517.20 "
Y,F22,TenarisHydril Blue®,Carbide Coating,1262.86875,25,15,0.8300750243,1.4,1.8,1.9," $ 3,302.07 "
X,4130,TenarisHydril Blue®,Phosphating,161.6472,5,12,0.6214222859,1.4,1.9,1.2, $ 228.73 
Z,F22,JFE Lion,Phosphating,436.44744,24,9,0.8300750243,2.0,1.4,1.6," $ 1,958.29 "
Z,4130,TenarisHydril Blue®,Phosphating,1032.29698,38,11,0.6214222859,1.8,1.6,1.5," $ 3,467.52 "
Y,4130,VAM TOP®,Cu Plating,965.393,43,10,0.6214222859,1.3,1.8,1.3," $ 1,889.74 "
X,4130,JFE Lion,Xylan Coating,8.9804,10,2,0.6214222859,1.5,1.7,1.1, $ 12.71 
X,F22,JFE Lion,Carbide Coating,462.04158,42,7,0.8300750243,1.0,1.1,1.7, $ 873.30 
X,F22,VAM TOP®,Ni Plating,800.15364,44,9,0.8300750243,1.4,1.6,1.6," $ 1,512.36 "
Z,F22,VAM TOP®,Ni Plating,119.21481,59,3,0.8300750243,1.4,1.9,1.7, $ 534.90 
Y,4130,JFE Lion,Carbide Coating,876.48704,61,8,0.6214222859,1.7,1.4,1.7," $ 1,715.71 "
Z,F22,JFE Lion,Cu Plating,898.04,40,10,0.8300750243,1.5,1.0,1.6," $ 4,029.40 "
Y,4130,JFE Lion,Xylan Coating,2475.22275,49,15,0.6214222859,1.3,1.7,1.9," $ 4,845.20 "
X,F22,VAM TOP®,Phosphating,1302.158,58,10,0.8300750243,1.3,1.6,1.5," $ 2,461.18 "
Z,F22,TenarisHydril Blue®,Phosphating,617.85152,43,8,0.8300750243,1.3,1.2,1.8," $ 2,772.23 "
X,4130,TenarisHydril Blue®,Carbide Coating,1738.60544,64,11,0.6214222859,1.2,2.0,2.0," $ 2,460.09 "
Y,F22,JFE Lion,Xylan Coating,129.31776,16,6,0.8300750243,1.6,1.3,1.8, $ 338.13 
Z,F22,VAM TOP®,Xylan Coating,84.86478,42,3,0.8300750243,2.0,1.6,1.2, $ 380.78 
Y,4130,JFE Lion,Carbide Coating,5.38824,6,2,0.6214222859,1.6,1.6,2.0, $ 10.55 
Y,4130,TenarisHydril Blue®,Ni Plating,1820.10257,67,11,0.6214222859,1.2,1.3,1.2," $ 3,562.81 "
X,F22,JFE Lion,Cu Plating,154.46288,43,4,0.8300750243,2.0,1.9,1.4, $ 291.95 
Z,4130,VAM TOP®,Carbide Coating,1272.9717,70,9,0.6214222859,1.7,2.0,1.3," $ 4,275.96 "
Y,F22,JFE Lion,Carbide Coating,90.92655,5,9,0.8300750243,1.1,1.1,1.1, $ 237.75 
X,F22,VAM TOP®,Carbide Coating,1707.39855,45,13,0.8300750243,1.7,2.0,2.0," $ 3,227.12 "
X,4130,JFE Lion,Xylan Coating,44.00396,4,7,0.6214222859,1.4,1.8,1.1, $ 62.26 
X,4130,TenarisHydril Blue®,Carbide Coating,2576.25225,51,15,0.6214222859,1.9,1.5,1.3," $ 3,645.34 "
X,4130,VAM TOP®,Phosphating,28.73728,8,4,0.6214222859,1.8,1.4,1.6, $ 40.66 
X,F22,TenarisHydril Blue®,Cu Plating,92.94714,46,3,0.8300750243,1.6,1.6,1.9, $ 175.68 
X,4130,JFE Lion,Carbide Coating,493.24847,13,13,0.6214222859,1.0,1.4,1.4, $ 697.94 
Z,F22,JFE Lion,Xylan Coating,331.15225,59,5,0.8300750243,1.4,1.5,2.0," $ 1,485.84 "
X,F22,VAM TOP®,Xylan Coating,600.11523,33,9,0.8300750243,1.4,1.5,1.9," $ 1,134.27 "
Z,4130,TenarisHydril Blue®,Carbide Coating,2069.08416,36,16,0.6214222859,1.2,1.2,1.5," $ 6,950.13 "
Z,4130,VAM TOP®,Phosphating,135.37953,67,3,0.6214222859,1.8,1.4,1.5, $ 454.74 
Y,F22,JFE Lion,Phosphating,158.05504,11,8,0.8300750243,1.4,1.9,1.1, $ 413.27 
X,F22,VAM TOP®,Cu Plating,218.22372,27,6,0.8300750243,1.0,1.1,1.3, $ 412.46 
X,F22,JFE Lion,Xylan Coating,26.26767,13,3,0.8300750243,1.8,1.3,1.2, $ 49.65 
Y,F22,JFE Lion,Ni Plating,919.59296,16,16,0.8300750243,1.5,1.4,1.5," $ 2,404.49 "
Y,F22,VAM TOP®,Xylan Coating,538.824,24,10,0.8300750243,1.2,1.6,1.7," $ 1,408.88 "
X,F22,VAM TOP®,Xylan Coating,242.4708,30,6,0.8300750243,1.0,1.8,1.2, $ 458.29 
X,4130,VAM TOP®,Carbide Coating,1717.5015,34,15,0.6214222859,1.8,1.2,1.0," $ 2,430.23 "
X,4130,JFE Lion,Carbide Coating,82.61968,23,4,0.6214222859,2.0,1.0,2.0, $ 116.91 
X,F22,VAM TOP®,Xylan Coating,1672.15048,38,14,0.8300750243,1.9,1.7,1.7," $ 3,160.50 "
X,F22,JFE Lion,Ni Plating,1018.37736,56,9,0.8300750243,1.5,1.2,2.0," $ 1,924.82 "
Z,F22,TenarisHydril Blue®,Carbide Coating,1290.03446,34,13,0.8300750243,1.2,1.6,1.4," $ 5,788.24 "
Y,F22,JFE Lion,Cu Plating,3793.32096,66,16,0.8300750243,1.6,1.6,1.7," $ 9,918.53 "
X,F22,JFE Lion,Ni Plating,1379.38944,24,16,0.8300750243,1.5,1.4,1.3," $ 2,607.16 "
Z,4130,JFE Lion,Ni Plating,969.8832,30,12,0.6214222859,1.4,1.7,1.5," $ 3,257.87 "
Z,F22,JFE Lion,Xylan Coating,1548.44547,57,11,0.8300750243,1.9,1.6,1.5," $ 6,947.70 "
Z,F22,TenarisHydril Blue®,Cu Plating,380.31994,14,11,0.8300750243,1.2,1.0,1.3," $ 1,706.45 "
Z,F22,TenarisHydril Blue®,Cu Plating,2931.20256,51,16,0.8300750243,1.0,1.8,1.5," $ 13,151.98 "
X,4130,JFE Lion,Carbide Coating,2314.47359,61,13,0.6214222859,1.3,1.9,1.9," $ 3,274.93 "
Z,4130,VAM TOP®,Phosphating,426.569,19,10,0.6214222859,1.3,1.4,1.1," $ 1,432.86 "
Y,4130,JFE Lion,Xylan Coating,3030.885,60,15,0.6214222859,1.2,1.8,1.4," $ 5,932.90 "
Z,4130,VAM TOP®,Ni Plating,1551.81312,27,16,0.6214222859,2.0,1.1,1.6," $ 5,212.60 "
X,F22,JFE Lion,Carbide Coating,22.451,4,5,0.8300750243,1.5,1.9,1.4, $ 42.43 
Z,4130,TenarisHydril Blue®,Cu Plating,1034.54208,72,8,0.6214222859,1.5,1.9,1.2," $ 3,475.06 "
X,F22,TenarisHydril Blue®,Ni Plating,1745.34074,46,13,0.8300750243,1.9,1.7,1.0," $ 3,298.84 "
Y,4130,JFE Lion,Carbide Coating,280.6375,50,5,0.6214222859,1.8,2.0,1.5, $ 549.34 
Y,4130,JFE Lion,Carbide Coating,1010.295,20,15,0.6214222859,1.7,1.4,1.1," $ 1,977.63 "
Z,F22,VAM TOP®,Cu Plating,1391.962,62,10,0.8300750243,1.7,1.6,1.6," $ 6,245.58 "
Y,F22,VAM TOP®,Phosphating,44.00396,49,2,0.8300750243,1.0,1.8,1.5, $ 115.06 
Y,F22,TenarisHydril Blue®,Carbide Coating,517.27104,64,6,0.8300750243,1.4,1.6,2.0," $ 1,352.53 "
Z,4130,VAM TOP®,Phosphating,1313.3835,26,15,0.6214222859,1.5,1.8,1.5," $ 4,411.70 "
Z,F22,TenarisHydril Blue®,Phosphating,2156.19404,49,14,0.8300750243,1.6,1.1,1.7," $ 9,674.60 "
Y,4130,VAM TOP®,Ni Plating,381.89151,21,9,0.6214222859,1.3,1.6,1.3, $ 747.55 
Z,F22,JFE Lion,Xylan Coating,1422.49536,44,12,0.8300750243,1.5,2.0,2.0," $ 6,382.58 "
Y,4130,TenarisHydril Blue®,Cu Plating,2112.19008,48,14,0.6214222859,1.4,1.2,1.9," $ 4,134.57 "
X,F22,JFE Lion,Phosphating,428.36508,53,6,0.8300750243,1.9,1.8,1.2, $ 809.64 
X,4130,VAM TOP®,Carbide Coating,24.24708,12,3,0.6214222859,1.6,1.3,1.8, $ 34.31 
Z,4130,VAM TOP®,Ni Plating,100.58048,28,4,0.6214222859,1.1,1.6,1.7, $ 337.85 
Z,4130,TenarisHydril Blue®,Cu Plating,143.46189,71,3,0.6214222859,1.3,1.7,1.7, $ 481.89 
Y,4130,TenarisHydril Blue®,Xylan Coating,1313.3835,26,15,0.6214222859,1.3,1.1,1.8," $ 2,570.92 "
Z,F22,VAM TOP®,Carbide Coating,140.31875,25,5,0.8300750243,1.3,1.6,1.1, $ 629.59 
Y,4130,JFE Lion,Phosphating,1228.51872,38,12,0.6214222859,1.6,1.6,1.4," $ 2,404.80 "
Z,4130,TenarisHydril Blue®,Cu Plating,9.87844,11,2,0.6214222859,1.9,1.0,1.8, $ 33.18 
X,F22,VAM TOP®,Ni Plating,1200.23046,66,9,0.8300750243,1.0,1.4,1.6," $ 2,268.53 "
X,4130,VAM TOP®,Phosphating,75.43536,21,4,0.6214222859,1.7,1.2,1.9, $ 106.74 
X,4130,JFE Lion,Carbide Coating,13.4706,15,2,0.6214222859,1.6,1.6,1.8, $ 19.06 
X,4130,JFE Lion,Ni Plating,3678.37184,64,16,0.6214222859,1.9,1.3,1.6," $ 5,204.82 "
X,4130,TenarisHydril Blue®,Ni Plating,1099.20096,34,12,0.6214222859,1.9,1.6,1.4," $ 1,555.35 "
X,F22,VAM TOP®,Phosphating,549.60048,68,6,0.8300750243,1.3,1.3,1.5," $ 1,038.79 "
Y,F22,TenarisHydril Blue®,Carbide Coating,2643.82976,46,16,0.8300750243,1.7,1.2,1.8," $ 6,912.92 "
X,4130,TenarisHydril Blue®,Ni Plating,968.08712,22,14,0.6214222859,2.0,2.0,1.7," $ 1,369.82 "
Z,4130,VAM TOP®,Phosphating,1002.21264,31,12,0.6214222859,1.7,1.3,1.7," $ 3,366.47 "
Z,4130,VAM TOP®,Ni Plating,2640.2376,60,14,0.6214222859,1.7,1.2,1.9," $ 8,868.65 "
X,F22,TenarisHydril Blue®,Phosphating,218.22372,12,9,0.8300750243,1.2,1.9,1.9, $ 412.46 
Z,F22,JFE Lion,Ni Plating,1228.51872,38,12,0.8300750243,1.7,1.9,1.0," $ 5,512.23 "
Y,4130,JFE Lion,Ni Plating,2020.59,40,15,0.6214222859,1.0,1.7,1.4," $ 3,955.26 "
Y,F22,TenarisHydril Blue®,Ni Plating,230.12275,41,5,0.8300750243,1.9,1.7,1.6, $ 601.71 
Z,F22,TenarisHydril Blue®,Ni Plating,220.0198,20,7,0.8300750243,1.5,1.2,1.5, $ 987.20 
Y,4130,JFE Lion,Carbide Coating,161.6472,20,6,0.6214222859,2.0,1.0,1.4, $ 316.42 
Y,F22,VAM TOP®,Carbide Coating,220.0198,20,7,0.8300750243,1.2,1.5,1.5, $ 575.29 
Z,4130,JFE Lion,Xylan Coating,747.16928,13,16,0.6214222859,1.5,1.4,1.6," $ 2,509.77 "
Y,F22,TenarisHydril Blue®,Xylan Coating,16.16472,8,3,0.8300750243,1.4,1.2,1.8, $ 42.27 
X,F22,VAM TOP®,Ni Plating,1874.43399,69,11,0.8300750243,1.1,1.7,1.2," $ 3,542.83 "
X,F22,VAM TOP®,Carbide Coating,636.48585,35,9,0.8300750243,1.2,1.5,1.0," $ 1,203.01 "
X,F22,VAM TOP®,Carbide Coating,948.55475,25,13,0.8300750243,1.8,1.2,1.2," $ 1,792.85 "
X,4130,VAM TOP®,Cu Plating,2980.37025,59,15,0.6214222859,1.3,1.3,1.0," $ 4,217.16 "
X,F22,JFE Lion,Carbide Coating,398.50525,71,5,0.8300750243,1.4,1.8,1.2, $ 753.21 
Y,F22,JFE Lion,Cu Plating,2241.50784,39,16,0.8300750243,1.6,1.4,1.2," $ 5,860.95 "
X,4130,VAM TOP®,Ni Plating,201.16096,14,8,0.6214222859,1.2,1.4,1.1, $ 284.64 
X,F22,TenarisHydril Blue®,Cu Plating,3637.062,72,15,0.8300750243,2.0,1.7,1.5," $ 6,874.34 "
X,F22,JFE Lion,Cu Plating,1358.2855,50,11,0.8300750243,1.2,1.6,1.4," $ 2,567.27 "
Y,F22,VAM TOP®,Xylan Coating,1232.11088,28,14,0.8300750243,1.3,1.4,1.9," $ 3,221.65 "
Y,F22,VAM TOP®,Carbide Coating,404.118,18,10,0.8300750243,1.7,1.2,1.7," $ 1,056.66 "
Z,4130,JFE Lion,Cu Plating,638.05742,58,7,0.6214222859,1.1,1.1,1.7," $ 2,143.26 "
Y,F22,TenarisHydril Blue®,Cu Plating,436.44744,24,9,0.8300750243,1.6,1.8,1.2," $ 1,141.19 "
Z,F22,VAM TOP®,Xylan Coating,55.67848,62,2,0.8300750243,1.2,1.4,1.9, $ 249.82 
Y,4130,JFE Lion,Ni Plating,2356.45696,41,16,0.6214222859,1.4,1.6,1.2," $ 4,612.72 "
Z,4130,VAM TOP®,Carbide Coating,472.81806,26,9,0.6214222859,1.8,1.6,1.5," $ 1,588.21 "
X,4130,VAM TOP®,Phosphating,418.26213,23,9,0.6214222859,1.2,1.2,1.3, $ 591.83 
Y,F22,JFE Lion,Xylan Coating,82.84419,41,3,0.8300750243,1.6,1.2,1.1, $ 216.62 
Z,4130,VAM TOP®,Xylan Coating,17.9608,20,2,0.6214222859,1.7,1.5,1.6, $ 60.33 
Y,F22,JFE Lion,Cu Plating,1549.119,69,10,0.8300750243,1.5,1.3,1.1," $ 4,050.54 "
Y,F22,JFE Lion,Phosphating,217.32568,8,11,0.8300750243,1.7,1.7,2.0, $ 568.25 
X,4130,VAM TOP®,Carbide Coating,517.27104,64,6,0.6214222859,1.2,1.1,1.6, $ 731.93 
Y,4130,VAM TOP®,Xylan Coating,196.44625,35,5,0.6214222859,1.3,1.5,1.3, $ 384.54 
Y,4130,JFE Lion,Carbide Coating,1584.14256,49,12,0.6214222859,1.7,1.6,1.8," $ 3,100.93 "
